Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Gender,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"2098.77","Mycoplasma hominis strain SP10291",,2098,"131567;2;1783272;544448;2790996;2895623;2895509;2098","cellular organisms;Bacteria;Terrabacteria group;Tenericutes;Mycoplasmoidales;Metamycoplasmataceae;Metamycoplasma;Metamycoplasma hominis","Bacteria","Bacteria","Tenericutes","Mollicutes","Mycoplasmoidales","Metamycoplasmataceae","Metamycoplasma","Metamycoplasma hominis","Complete","SP10291",,,,,,,,,,,,,,,,,,,,"Good","2020-06-23T00:00:00Z",,,"PRJNA429440","SAMN15042595","GCA_013368015.1",,"CP055149",,"Complete","Nanopore + Illumina","749x","Canu v. 1.6",,,1,750518,26.93473,1,750518,33,2,,621,96.9,96.7,,,,,,,,,,,,,"Human, Homo sapiens","Human",,,,"Human",,,,,"Sequencing and comparison of multiple M. hominis isolates.","2020-07-02T02:46:13.115Z","2020-07-02T02:46:13.115Z"
"210.10419","Helicobacter pylori CHC155",,210,"131567;2;1224;68525;29547;213849;72293;209;210","cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter pylori","Bacteria",,"Proteobacteria","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter pylori","Complete","CHC155",,,,,,,,,,,,,,,,,"ATCC:43504",,,"Good","2022-10-19T00:00:00Z",,,"PRJDB10671","SAMD00509734",,,"AP026446",,,"PacBio Sequel II","143X","Unicycler v. 0.4.8",,,1,1696601,38.541412,1,1696601,35,6,,1680,99.8,99.3,,100,,"Gastric biopsies",,"2015",2015,,"Viet Nam","Asia","Viet Nam",,"Homo sapiens","Human",,,,"Human",,,,"biomaterial_provider:Bacterial culture;collected_by:Yoshio Yamaoka;sample_type:Microbe",,"2022-12-26T05:53:57.533Z","2022-12-26T05:53:57.533Z"
"2104.439","Mycoplasma pneumoniae strain 16-118",,2104,"131567;2;1783272;544448;2790996;2895623;2995234;2104","cellular organisms;Bacteria;Terrabacteria group;Tenericutes;Mycoplasmoidales;Metamycoplasmataceae;Mycoplasmoides;Mycoplasmoides pneumoniae","Bacteria","Bacteria","Tenericutes","Mollicutes","Mycoplasmoidales","Metamycoplasmataceae","Mycoplasmoides","Mycoplasmoides pneumoniae","Complete","16-118",,,,,,,,,,,,,,,,,,,,"Good","2020-01-29T00:00:00Z","31783732",,"PRJNA533936","SAMN11472221","GCA_009939805.1",,"CP039764",,"Complete","Illumina MiSeq","1x","SPAdes v. 3.13.0",,,1,816467,40.00321,1,816467,37,2,,785,99.4,99.3,,,,"nasophraynx",,"2016",2016,,"South Korea","Asia","South Korea: Seoul",,"Human, Homo sapiens","Human",,,"Pneumonia","Human",,,,"collected_by:Eun Hwa Choi","30 Korean Mycoplasma pneumoniae","2020-04-11T21:07:52.897Z","2020-04-11T21:07:52.897Z"
"216816.2621","Bifidobacterium longum W13",,216816,"131567;2;1783272;201174;1760;85004;31953;1678;216816","cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium longum","Bacteria",,"Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium longum","Complete","W13",,,,,,,,,,,,,,,,,,,,"Good","2022-05-05T00:00:00Z",,,"PRJNA679440","SAMN16815453","GCA_023242235.1",,"CP096771",,"Complete","PacBio RS II","12.0x","AllPaths v. 2.3",,,1,2335916,60.040558,1,2335916,56,12,,1990,99.6,99.3,0.2,100,,"baby feces",,"2020-03-01",2020,,"China","Asia","China:Tianjin",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:cell culture",,"2022-05-27T07:47:15.301Z","2022-05-27T07:47:15.301Z"
"239935.255","Akkermansia muciniphila strain AMDK-10 strain EB-AMDK-10",,239935,"131567;2;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;PVC group;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","Complete","EB-AMDK-10",,,,,,,,,,,,,,,,,,,,"Good","2019-01-14T00:00:00Z",,,"PRJNA429085","SAMN08329147","GCA_004015005.1",,"CP025825",,"Complete","PacBio","90.1x","HGAP v. 3.0",,,1,2763834,55.24988,,2763834,53,6,,2937,99.8,96.1,,,,"Korean adult feces",,"2017-11-06",2017,,"South Korea","Asia","South Korea: Seoul",,"Human, Homo sapiens","Human",,,,"Human",,,,"sample_type:cell culture","EB-AMDK-10 strain was isolated from Korean adult feces","2019-02-01T06:08:21.127Z","2019-02-01T06:08:21.127Z"
"244366.383","Klebsiella variicola strain AJ292",,244366,"131567;2;1224;1236;91347;543;2890311;570;244366","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella variicola","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella variicola","Complete","AJ292",,,,,,,,,,,,,,,,,"102.100.100.25727",,,"Good","2019-01-10T00:00:00Z",,,"PRJEB29928","SAMEA5128436","GCA_900622595.1",,"LR130538",,"Complete",,,,,,1,5445132,57.621487,1,5445132,86,25,,5211,99.6,98.1,,,,"blood",,"2002-10-23",2002,,"Australia","Oceania","Australia",,"Human, Homo sapiens","Human",,,,"Human",,,"host_health_state:diseased",,"The Antibiotic Resistant Sepsis Pathogens Framework Initiative aims to develop a framework dataset of 5 sepsis pathogens (5 strains each) using an integrated application of genomic, transcriptomic, metabolomic and proteomic technologies.The pathogens included in this initiative are: Escherichia coli, Klebsiella pneumoniae complex, Staphylococcus aureus, Streptococcus pyogenes, and Streptococcus pneumoniae. The following project contains the complete genomes and sequence data for Klebsiella pneumoniae & Klebsiella variicola","2019-07-18T04:29:44.850Z","2019-07-18T04:29:44.850Z"
"253.62","Chryseobacterium indologenes strain H5559",,253,"131567;2;1783270;68336;976;117743;200644;2762318;2782232;59732;253","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium group;Chryseobacterium;Chryseobacterium indologenes","Bacteria","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","Chryseobacterium indologenes","Complete","H5559",,,,,,,,,,,,,,,,,,,,"Good","2018-11-25T00:00:00Z",,,"PRJNA498534","SAMN10343196","GCA_003815935.1",,"CP033930",,"Complete","PacBio & Illumina","89.27x","HGAP v. 3",,,1,5058360,37.31516,,5058360,86,16,,4739,98.2,97,,,,"blood",,"2010-08",2010,,"USA","North America","USA:Hawaii, Wailuku",,"Human, Homo sapiens","Human",,,,"Human",,,,"sample_type:blood","Species belonging to the genus Chryseobacterium-Genome sequencing and assembly","2019-01-30T01:25:52.919Z","2019-01-30T01:25:52.919Z"
"262728.6","Haemophilus influenzae R2866",,262728,"131567;2;1224;1236;135625;712;724;727;262728","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus influenzae;Haemophilus influenzae R2866","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Haemophilus","Haemophilus influenzae","Complete","R2866",,,,"MLST.Haemophilus_influenzae.99",,,,,,,,,,,,,,,,"Good","2004-02-12T00:00:00Z",,,"PRJNA9621","SAMN02604259","GCA_000165525.1",,"CP002277",,"Complete",,,,,,1,1932306,38.1,1,1932306,59,19,,1907,99.4,99.3,0.6,100,,"the blood of a child with meningitis","isolated from the blood of a child with meningitis",,,,,,,,"Human, Homo sapiens","Human",,,,"Human",,,,," Haemophilus influenzae R2866 (Int1). Strain R2866 (also known as Int1), was isolated from the blood of a child with meningitis. This strain is unusual in that although it has no polysaccharide capsule, it caused serious, invasive disease in a child with no immunologic deficit or other predisposing medical problems.","2014-12-08T22:11:42.276Z","2015-03-16T03:17:09.594Z"
"2676062.3","Erysipelotrichaceae bacterium 66202529",,2676062,"131567;2;1783272;1239;526524;526525;128827;544447;2676062","cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;unclassified Erysipelotrichaceae;Erysipelotrichaceae bacterium 66202529","Bacteria","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae",,"Erysipelotrichaceae bacterium 66202529","Complete","66202529",,,,,,,,,,,,,,,,,,,,"Good","2021-03-03T00:00:00Z",,,"PRJNA590370","SAMN13326093","GCA_017161075.1",,"CP046174",,"Complete","Illumina MiSeq; Oxford Nanopore MiniION","89.0x","Unicycler v. v0.4.8",,,1,4461680,42.58006,1,4461680,49,5,,4803,97.1,94.8,,,,"fecal swab",,"2019-10-18",2019,,"Norway","Europe","Norway:Bergen",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:fecal swab;collected_by:Haukeland University Hospital","A novel anaerobic species, carrying vanB","2021-03-27T21:38:56.637Z","2021-03-27T21:38:56.637Z"
"272621.13","Lactobacillus acidophilus NCFM",,272621,"131567;2;1783272;1239;91061;186826;33958;1578;1579;272621","cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus acidophilus;Lactobacillus acidophilus NCFM","Bacteria","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus acidophilus","Complete","NCFM",,,,,,,,,,,,,,,,,,,,"Good","2005-01-31T00:00:00Z","15671160",,"PRJNA82","SAMN02603047","GCA_000011985.1",,"CP000033",,"Complete",,,,,,1,1993560,34.7,1,1993560,61,9,,1882,99.8,99.4,,100,,"human","isolated from a human in 1970 and characterized at North Caroline State University","1970",1970,,,,,,"Human, Homo sapiens","Human",,,,"Human",,,,,"Lactobacillus acidophilus strain NCFM. This organism is a normal inhabitant of the human intestinal tract. This strain was isolated from a human in 1970 and characterized at North Caroline State University. It is commercially available from Rhodia Inc., and is used for formula, yogurt, and fluid milk production.","2014-12-08T22:11:52.132Z","2015-03-16T03:17:09.594Z"
"2763670.3","Lachnospiraceae bacterium NSJ-4",,2763670,"131567;2;1783272;1239;186801;186802;186803;2944152;2763670","cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Wujia;Wujia chipingensis","Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Wujia","Wujia chipingensis","Complete","NSJ-4",,,,,,,,,,,,,,,,,,,,"Good","2020-08-31T00:00:00Z",,,"PRJNA656402","SAMN15805198","GCA_014337155.1",,"CP060632",,"Complete","BGISEQ","62.0x","SOAPdenovo v. JUL-2013",,,1,2942917,43.919655,1,2942917,46,4,,2767,96.2,94.3,,,,"feces",,"2018-06-01",2018,,"China","Asia","China:Beijing",,"Human, Homo sapiens","Human",,,,"Human",,,,"sample_type:cell culture","An open access human Gut Microbial Biobank (hGMB) were constructed by bacterial isolation and cultivation from feces of health volunteers. In total, 1176 isolates representing 404 different species from 159 genera, 53 families and 6 phyla were included in hGMB and deposited in International Depository Authority (IDA)- the China General Microbiological Culture Collection Center (CGMCC) for long-term preservation and public use worldwide. The strain identities, genomic accessions and basic taxonomic information of known species were available in the webpage. Moreover, by genome sequencing and polyphasically characterization, 107 new species including 28 novel genera and 3 novel families were recognized by the hGMB work, and denominated following ICSP rules. Detailed genomic, taxonomic and biologic descriptions of the 108 new species were also provided in the webpage.","2020-11-27T19:02:24.421Z","2020-11-27T19:02:24.421Z"
"28025.133","Bifidobacterium animalis strain B06",,28025,"131567;2;1783272;201174;1760;85004;31953;1678;28025","cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium animalis","Bacteria","Bacteria","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium animalis","Complete","B06",,,,,,,,,,,,,,,,,,,,"Good","2019-08-21T00:00:00Z",,,"PRJNA560132","SAMN12569105","GCA_008041995.1",,"CP042940",,"Complete","Illumina HiSeq","200.0x","SOAPdenovo v. 2.04",,,1,1944145,60.489162,1,1944145,52,8,,1662,99.8,99.6,,,,"feces of healthy Chinese centenarian",,"2010-10",2010,,"China","Asia","China: guangxi province",,"Human, Homo sapiens","Human",,,,"Human",,,,"sample_type:cell culture","The complete genome sequence of Bifidobacterium animalis B06","2019-10-01T21:41:09.739Z","2019-10-01T21:41:09.739Z"
"28026.1098","Bifidobacterium pseudocatenulatum strain YIT11027",,28026,"131567;2;1783272;201174;1760;85004;31953;1678;28026","cellular organisms;Bacteria;Terrabacteria group;Actinobacteria;Actinomycetia;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium pseudocatenulatum","Bacteria","null","Actinobacteria","Actinomycetia","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","null","Complete","YIT11027",,,,,,,,,,,,,,,,,,,,"Good","2021-10-21T00:00:00Z",,,"PRJNA745059","SAMN20132663","GCA_020541925.1",,"CP079236",,"Complete","Illumina MiSeq + Oxford Nanopore MiniION","442.96698121324664x","Unicycler v. 0.4.7",,,1,2556908,56.653545,1,2556908,57,16,,2283,99.8,99.7,,,,"fecal material [ENVO:00002003]",,,,,,,"Japan",,"Homo sapiens","Human",,,,"Human",,,,,"Genomes of Bifidobacterium pseudocatenulatum, transcriptomes of B. pseudocatenulatum utilizing xylan-related carbohydrates, and 16S amplicon reads of feces from subjects in intervention trials of xylan-rich diets.","2021-10-31T17:05:11.275Z","2021-10-31T17:05:11.275Z"
"28111.543","Bacteroides eggerthii DSM 20697",,28111,"131567;2;1783270;68336;976;200643;171549;815;816;28111","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides eggerthii","Bacteria",,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides eggerthii","Complete","DSM 20697",,,,,,,,,,,,,,,,,"DSM:20697",,,"Good","2022-09-12T00:00:00Z",,,"PRJNA746600","SAMN20222646","GCA_025146565.1",,"CP102258",,"Complete","Illumina HiSeq; Oxford Nanopore","100x","Unicycler v. 0.4.8",,,1,4206509,44.584667,1,4206509,65,10,,3704,99.9,99.9,,100,,,,"not applicable",,,,,"not applicable",,"Homo sapiens","Human",,,,"Human",,,,"biomaterial_provider:DSMZ",,"2022-10-16T17:00:26.762Z","2022-10-16T17:00:26.762Z"
"28116.1841","Bacteroides ovatus BFG-464",,28116,"131567;2;1783270;68336;976;200643;171549;815;816;28116","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus","Bacteria",,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides ovatus","Complete","BFG-464",,,,,,,,,,,,,,,,,,,,"Good","2022-08-29T00:00:00Z",,,"PRJNA646575","SAMN30323368","GCA_024758285.1",,"CP103071",,"Complete","Oxford Nanopore GridION","71x","Flye v. 2.7",,,1,6835259,42.20301,1,6835259,78,15,,6739,98.9,91.5,4,100,,,,"2002-04-16",2002,,"USA","North America","USA: Bethesda",,"Homo sapiens","Human",,,,"Human",,,,"sample_type:cell culture",,"2022-09-02T20:06:54.744Z","2022-09-02T20:06:54.744Z"
"28141.828","Cronobacter sakazakii strain 5563_17",,28141,"131567;2;1224;1236;91347;543;413496;28141","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Cronobacter;Cronobacter sakazakii","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Cronobacter","Cronobacter sakazakii","Complete","5563_17",,,,"MLST.Cronobacter_spp.1",,,,,,,,,,,,,,,,"Good","2020-07-20T00:00:00Z",,,"PRJNA645121","SAMN15493123","GCA_013425995.1",,"CP059045",,"Complete","Illumina MiSeq; Oxford Nanopore MiniION","50.0x","Unicycler v. 0.4.7",,,1,4315383,56.96236,1,4315383,82,8,,4098,97.1,96.5,,,,"blood",,"2017-07-03",2017,,"Poland","Europe","Poland:Wrocaw",,"Human, Homo sapiens","Human",,,"brain abscess","Human",,,,"collected_by:Department of Neonatology, Wrocaw Medical University, Poland","Cronobacter sakazakii ST1 infection in premature newborn","2020-07-28T15:46:41.113Z","2020-07-28T15:46:41.113Z"
"28188.25","Capnocytophaga canimorsus strain RBWH",,28188,"131567;2;1783270;68336;976;117743;200644;49546;1016;28188","cellular organisms;Bacteria;FCB group;Bacteroidetes/Chlorobi group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;Capnocytophaga canimorsus","Bacteria","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga","Capnocytophaga canimorsus","Complete","RBWH",,,,,,,,,,,,,,,,,,,,"Good","2018-11-19T00:00:00Z",,,"PRJNA494285","SAMN10160287","GCA_003795085.1",,"CP032681",,"Complete","Oxford Nanopore MiniION; Illumina NextSeq","215.0x","Canu v. 1.7; Miniasm v. JULY-2018; Racon",,,1,2555606,36.24127,,2555606,44,3,,2528,98,97.3,,,,,,"2018-03-21",2018,,"Australia","Oceania","Australia:Queensland",,"Human, Homo sapiens","Human",,,"Sepsis","Human",,,,"collected_by:Royal Brisbane and Women's Hospital","Capnocytophaga canimorsus isolated from dog and human origin","2018-11-30T02:14:17.401Z","2018-11-30T02:14:17.401Z"
"287.2558","Pseudomonas aeruginosa",,287,"131567;2;1224;1236;72274;135621;286;136841;287","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas aeruginosa group;Pseudomonas aeruginosa","Bacteria","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa","Complete",,,,,"MLST.Pseudomonas_aeruginosa.3050",,,,,,,,,,,,,,,,"Good","2016-01-15T00:00:00Z",,,"PRJNA253624","SAMN02894355","GCF_001516305.1",,"CP008859",,"Complete","PacBio","72.02x","HGAP v. 3",,,1,6351710,66.5,1,6351710,66,4,,5971,99.9,98.9,0.3,100,,"Joao Xavier, MSKCC",,"2012",2012,,"USA",,"New York, NY, USA",,"Human, Homo sapiens","Human",,,"Cancer","Human",,,,"isolate:H5708;collected_by:Memorial Hospital","29 Pseudomonas aeruginosa clinical isolates for GWAS study","2016-02-02T21:07:22.056Z","2016-02-02T21:07:22.056Z"
"28901.18084","Salmonella enterica SC2016090",,28901,"131567;2;1224;1236;91347;543;590;28901","cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica","Bacteria",,"Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Salmonella","Salmonella enterica","Complete","SC2016090",,,,"MLST.Salmonella_enterica.34",,,,,,,,,,,,,,,,"Good","2022-07-21T00:00:00Z",,,"PRJNA855361","SAMN29630270","GCA_024364905.1",,"CP101375",,"Complete","Oxford Nanopore MinION; BGISEQ-50","100.0x","Unicycler v. v0.4.8",,,1,5247576,51.898705,1,5247576,86,21,,5403,99.8,99,,100,,,,"2016-07-15",2016,,"China","Asia","China: Chengdu",,"Homo sapiens","Human",,,"Salmonella gastroenteritis","Human",,,,"collected_by:Center for Disease Control and Prevention of Sichuan Province",,"2022-07-30T13:09:31.396Z","2022-07-30T13:09:31.396Z"
"29459.447","Brucella melitensis strain CIT43",,29459,"131567;2;1224;28211;356;118882;2826938;234;29459","cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Brucellaceae;Brucella/Ochrobactrum group;Brucella;Brucella melitensis","Bacteria","Bacteria","Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Brucellaceae","Brucella","Brucella melitensis","Complete","CIT43",,,,,,,,,,,,,,,,,,,,"Good","2018-09-12T00:00:00Z",,,"PRJNA428790","SAMN08322135","GCA_003516085.1",,"CP026337",,"Complete","Illumina HiSeq; PacBio","100.0x","HGAP v. 3",,,1,3311860,57.219902,1,3311860,55,6,,3505,99.9,99.2,,100,,,,"2015-03-01",2015,,"China","Asia","China: Kezuo Central Banner of Tongliao City, Tongliao, Inner Mongolia Autonomous region",,"Human, Homo sapiens","Human",,,,"Human",,,,"sample_type:cell culture;collected_by:Brucellosis Institute of Inner Mongolia University for the Nationalities;identified_by:China General Microbiological Culture Collection Center","Jingbo Zhai(jbzhai@imun.edu.cn),Changlong Lu,Honglin Zhao,Wei Gao,Leheng Zhao,Buyun Cui,Renjie Lu,Zhanjun Wang,Gaowa Yu,Junjie Chen,Songnan Du,Tiancheng Zhang,Ying Meng","2018-10-03T01:27:29.015Z","2018-10-03T01:27:29.015Z"
"29518.255","Borreliella afzelii PBabu",,29518,"131567;2;203691;203692;136;1643685;64895;29518","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Borreliaceae;Borreliella;Borreliella afzelii","Bacteria",,"Spirochaetes","Spirochaetia","Spirochaetales","Borreliaceae","Borreliella","Borreliella afzelii","Complete","PBabu",,,,,,,,,,,,,,,,,,,,"Good","2022-12-05T00:00:00Z",,,"PRJNA327303","SAMN05328436",,,"CP075440",,,"Illumina MiSeq","335x","SPAdes v. 3.13.0",,,1,903559,28.306396,1,903559,32,4,,826,96.2,95.8,,100,,,,"2001",2001,,"Germany","Europe","Germany",,"Homo sapiens","Human",,,"Lyme disease","Human",,,,"collected_by:German National Reference Centre for Borrelia",,"2022-12-26T21:07:24.098Z","2022-12-26T21:07:24.098Z"
"29519.483","Borreliella garinii PHc",,29519,"131567;2;203691;203692;136;1643685;64895;29519","cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Borreliaceae;Borreliella;Borreliella garinii","Bacteria",,"Spirochaetes","Spirochaetia","Spirochaetales","Borreliaceae","Borreliella","Borreliella garinii","Complete","PHc",,,,,,,,,,,,,,,,,,,,"Good","2022-12-05T00:00:00Z",,,"PRJNA327303","SAMN05328478",,,"CP075434",,,"Illumina MiSeq","47x","SPAdes v. 3.13.0",,,1,901601,28.281025,1,901601,32,3,,832,96.1,95.7,,100,,,,"1996",1996,,"Germany","Europe","Germany",,"Homo sapiens","Human",,,"Lyme disease","Human",,,,"collected_by:German National Reference Centre for Borrelia",,"2022-12-26T21:07:17.133Z","2022-12-26T21:07:17.133Z"
"32020.98","Campylobacter fetus subsp. venerealis strain P4531",,32020,"131567;2;1224;68525;29547;213849;72294;194;196;32020","cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter fetus;Campylobacter fetus subsp. venerealis","Bacteria","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter fetus","Complete","P4531",,,,"MLST.Campylobacter_fetus.43",,,,,,,,,,,,,,,,"Good","2020-12-27T00:00:00Z",,,"PRJNA626057","SAMN14615035","GCA_016406645.1",,"CP051880",,"Complete","Illumina MiSeq","81.0x","SPAdes v. 3.12.0; Unicycler v. GPLV3",,,1,1799726,33.057922,1,1799726,44,6,,1820,99.9,99.8,,,,"feces",,"2012-05",2012,,"USA","North America","USA",,"non-human primate","Human",,,,"Human",,,,"sample_type:Feces","The study goals were to isolate, identify, and characterized Campylobacter species in non-human primates.","2021-01-02T01:39:48.256Z","2021-01-02T01:39:48.256Z"
"33035.113","Blautia producta strain DSM 2950",,33035,"131567;2;1783272;1239;186801;186802;186803;572511;33035","cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Blautia;Blautia producta","Bacteria","Bacteria","Firmicutes","Clostridia","Eubacteriales","Lachnospiraceae","Blautia","Blautia producta","Complete","DSM 2950",,,,,,,,,,,,,,,,,"DSM:2950",,,"Good","2020-08-10T00:00:00Z",,,"PRJNA531376","SAMN11357168","GCA_014131715.1",,"CP039126",,"Complete","PacBio; Oxford Nanopore","142.0x","Flye v. 2.4",,,1,6245307,45.6979,1,6245307,70,,,6288,95.7,92.8,,,,,,,,,,,,,"Human, Homo sapiens","Human",,,,"Human",,,,"sample_type:culture","Complete sequencing and de novo genome assembly (based on a hybrid strategy of combining PacBio with Illumina) for proteogenomic studies. While RefSeq sequences are available for the strain re-sequencing and assembly using a hybrid strategy ensured one complete genome sequence without any gaps and devoid of any unresolved repeats. These genomes are the basis for further functional studies with particular focus on the identification of short proteins.","2020-09-05T21:00:25.861Z","2020-09-05T21:00:25.861Z"
"35814.91","Bordetella holmesii F613",,35814,"131567;2;1224;28216;80840;506;517;35814","cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella holmesii","Bacteria",,"Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Bordetella","Bordetella holmesii","Complete","F613",,,,"MLST.Bordetella_spp.80",,,,,,,,,,,,,,,,"Good","2019-12-17T00:00:00Z","31744907",,"PRJNA287884","SAMN06124594",,,"CP018890",,,"PacBio RSII; Illumina MiSeq","230x","HGAP v. 3",,,1,3680984,62.68886,1,3680984,56,3,,3743,98.1,96.6,0.1,100,,"Blood",,"1984",1984,,"USA","North America","USA: IL",,"Homo sapiens","Human",,,,"Human",,,,,,"2022-12-26T04:00:45.935Z","2022-12-26T04:00:45.935Z"
